ResultID,DataSource,StationID,Parameter,RelativeDepth,AnalysisTimeSpan,MinYear,MaxYear,N_obs,Median,Trend,Trend_cat
552886,LEE_WQ,PI-05,TKN_UGL,Surface,Period of Record,1996,2020,294,580,1,"Increasing Trend, Smaller"
552887,LEE_WQ,PI-07,TKN_UGL,Surface,Period of Record,1996,2020,294,460,1,"Increasing Trend, Smaller"
552888,LEE_WQ,PI-08,TKN_UGL,Surface,Period of Record,1996,2020,294,430,1,"Increasing Trend, Smaller"
552889,LEE_WQ,PI-09,TKN_UGL,Surface,Period of Record,1996,2020,294,467,1,"Increasing Trend, Smaller"
552890,LEE_WQ,PI-10,TKN_UGL,Surface,Period of Record,1996,2020,294,410,1,"Increasing Trend, Smaller"
552891,LEE_WQ,PI-11,TKN_UGL,Surface,Period of Record,1996,2020,294,470,1,"Increasing Trend, Smaller"
552892,LEE_WQ,PI-12,TKN_UGL,Surface,Period of Record,1996,2020,294,510,1,"Increasing Trend, Smaller"
552893,LEE_WQ,PI-13,TKN_UGL,Surface,Period of Record,1996,2020,294,530,1,"Increasing Trend, Smaller"
552894,LEE_WQ,PI-14,TKN_UGL,Surface,Period of Record,1996,2020,294,550,1,"Increasing Trend, Smaller"
552895,LEE_WQ,POWLGR20,TKN_UGL,Surface,Period of Record,1990,2020,363,660,1,"Increasing Trend, Smaller"
552896,LEE_WQ,POWLGR51,TKN_UGL,Surface,Period of Record,1990,2020,363,740,1,"Increasing Trend, Smaller"
552897,LEE_WQ,POWLGR81,TKN_UGL,Surface,Period of Record,1990,2020,363,830,1,"Increasing Trend, Smaller"
552898,LEE_WQ,SIXMILE2,TKN_UGL,Surface,Period of Record,1989,2020,378,1060,1,"Increasing Trend, Smaller"
552899,LEE_WQ,SIXMILE3,TKN_UGL,Surface,Period of Record,1989,2020,378,890,1,"Increasing Trend, Smaller"
552900,LEE_WQ,SIXMILE4,TKN_UGL,Surface,Period of Record,1989,2020,379,835,0,No Trend
552901,LEE_WQ,SIXMILE5,TKN_UGL,Surface,Period of Record,1989,2020,379,880,1,"Increasing Trend, Smaller"
552902,LEE_WQ,SPANISHGR,TKN_UGL,Surface,Period of Record,2005,2020,187,650,0,No Trend
552903,LEE_WQ,WHISGR10,TKN_UGL,Surface,Period of Record,1990,2020,363,550,0,No Trend
552904,LEE_WQ,WHISGR50,TKN_UGL,Surface,Period of Record,1990,2020,363,540,1,"Increasing Trend, Smaller"
552905,LEE_WQ,YFC-CI,TKN_UGL,Surface,Period of Record,1997,2020,283,790,1,"Increasing Trend, Smaller"
552906,SARASOTA_COASTALCREEK_WQ,ALL,TKN_UGL,Surface,Period of Record,2006,2020,174,1120,1,"Increasing Trend, Smaller"
552907,SARASOTA_COASTALCREEK_WQ,ALL-2,TKN_UGL,Surface,Period of Record,2006,2020,171,1080,1,"Increasing Trend, Smaller"
552908,SARASOTA_COASTALCREEK_WQ,ALL-3,TKN_UGL,Surface,Period of Record,2006,2020,171,874,1,"Increasing Trend, Smaller"
552909,SARASOTA_COASTALCREEK_WQ,BBC,TKN_UGL,Surface,Period of Record,2007,2020,158,1225,0,No Trend
552910,SARASOTA_COASTALCREEK_WQ,BGS-B,TKN_UGL,Surface,Period of Record,2007,2020,158,1180,1,"Increasing Trend, Smaller"
552911,SARASOTA_COASTALCREEK_WQ,CC-2,TKN_UGL,Surface,Period of Record,2006,2020,171,988,1,"Increasing Trend, Smaller"
552912,SARASOTA_COASTALCREEK_WQ,CC-3,TKN_UGL,Surface,Period of Record,2006,2020,171,1110,1,"Increasing Trend, Smaller"
552913,SARASOTA_COASTALCREEK_WQ,CLG,TKN_UGL,Surface,Period of Record,2007,2020,158,1170,1,"Increasing Trend, Smaller"
552914,SARASOTA_COASTALCREEK_WQ,CPS-1,TKN_UGL,Surface,Period of Record,2006,2020,171,1095,1,"Increasing Trend, Smaller"
552915,SARASOTA_COASTALCREEK_WQ,CPS-2,TKN_UGL,Surface,Period of Record,2006,2020,171,786,1,"Increasing Trend, Smaller"
552916,SARASOTA_COASTALCREEK_WQ,CPS-3,TKN_UGL,Surface,Period of Record,2006,2020,171,1080,1,"Increasing Trend, Smaller"
552917,SARASOTA_COASTALCREEK_WQ,DPS,TKN_UGL,Surface,Period of Record,2007,2020,158,1060,0,No Trend
552918,SARASOTA_COASTALCREEK_WQ,FOR-2,TKN_UGL,Surface,Period of Record,2006,2020,171,747,1,"Increasing Trend, Smaller"
552919,SARASOTA_COASTALCREEK_WQ,HAT-1,TKN_UGL,Surface,Period of Record,2006,2020,171,799.5,1,"Increasing Trend, Smaller"
552920,SARASOTA_COASTALCREEK_WQ,HWC,TKN_UGL,Surface,Period of Record,2007,2020,158,1260,0,No Trend
552921,SARASOTA_COASTALCREEK_WQ,WMS-1,TKN_UGL,Surface,Period of Record,2007,2020,158,453,0,No Trend
552922,SARASOTA_COASTALCREEK_WQ,WOD,TKN_UGL,Surface,Period of Record,2006,2020,174,846,1,"Increasing Trend, Smaller"
552923,SARASOTAES_WQ,14-5,TKN_UGL,Surface,Period of Record,1998,2020,275,440,1,"Increasing Trend, Smaller"
552924,SARASOTAES_WQ,16-1,TKN_UGL,Surface,Period of Record,1998,2020,275,410,1,"Increasing Trend, Smaller"
552925,SARASOTAES_WQ,16-2,TKN_UGL,Surface,Period of Record,1998,2020,275,390,1,"Increasing Trend, Smaller"
552926,SARASOTAES_WQ,16-3,TKN_UGL,Surface,Period of Record,1998,2020,275,360,1,"Increasing Trend, Smaller"
552927,SARASOTAES_WQ,16-4,TKN_UGL,Surface,Period of Record,1998,2020,275,320,1,"Increasing Trend, Smaller"
552928,SARASOTAES_WQ,16-5,TKN_UGL,Surface,Period of Record,1998,2020,275,290,1,"Increasing Trend, Smaller"
552929,SARASOTAES_WQ,DR-1,TKN_UGL,Surface,Period of Record,2003,2020,214,330,1,"Increasing Trend, Smaller"
552930,SARASOTAES_WQ,DR-2,TKN_UGL,Surface,Period of Record,2003,2020,214,465,1,"Increasing Trend, Smaller"
552931,SARASOTAES_WQ,DR-3,TKN_UGL,Surface,Period of Record,2003,2020,214,310,1,"Increasing Trend, Smaller"
552932,SARASOTAES_WQ,DR-4,TKN_UGL,Surface,Period of Record,2003,2020,214,390,1,"Increasing Trend, Smaller"
552933,SARASOTAES_WQ,DR-5,TKN_UGL,Surface,Period of Record,2003,2020,214,420,1,"Increasing Trend, Smaller"
552934,SARASOTAES_WQ,LB-1,TKN_UGL,Surface,Period of Record,1998,2020,275,520,1,"Increasing Trend, Smaller"
552935,SARASOTAES_WQ,LB-2,TKN_UGL,Surface,Period of Record,1998,2020,275,570,1,"Increasing Trend, Smaller"
552936,SARASOTAES_WQ,LB-3,TKN_UGL,Surface,Period of Record,1998,2020,275,580,1,"Increasing Trend, Smaller"
552937,SARASOTAES_WQ,LB-4,TKN_UGL,Surface,Period of Record,1998,2020,275,540,1,"Increasing Trend, Smaller"
552938,SARASOTAES_WQ,LB-5,TKN_UGL,Surface,Period of Record,1998,2020,275,480,1,"Increasing Trend, Smaller"
552989,USGS_NWIS,2292900,TKN_UGL,Surface,Period of Record,1970,1988,223,1196.66667,1,"Increasing Trend, Smaller"
552993,WIN_21FLCHAR,CHV001,TKN_UGL,Surface,Period of Record,1998,2020,269,915,-1,"Decreasing Trend, Smaller"
552994,WIN_21FLCHAR,CHV002,TKN_UGL,Surface,Period of Record,1998,2020,269,870,-1,"Decreasing Trend, Smaller"
552995,WIN_21FLCHAR,CHV003,TKN_UGL,Surface,Period of Record,1999,2020,253,885,-1,"Decreasing Trend, Smaller"
552996,WIN_21FLCHAR,CHV004,TKN_UGL,Surface,Period of Record,1998,2020,269,830,-1,"Decreasing Trend, Smaller"
552997,WIN_21FLCHAR,CHV006,TKN_UGL,Surface,Period of Record,1998,2020,269,890,-1,"Decreasing Trend, Smaller"
552998,WIN_21FLCHAR,CHV007,TKN_UGL,Surface,Period of Record,1998,2020,269,725,-1,"Decreasing Trend, Smaller"
552999,WIN_21FLCHAR,CHV008,TKN_UGL,Surface,Period of Record,1998,2020,266,710,-1,"Decreasing Trend, Smaller"
553000,WIN_21FLCHAR,CHV009,TKN_UGL,Surface,Period of Record,1998,2020,269,800,-1,"Decreasing Trend, Smaller"
553001,WIN_21FLCHAR,CHV010,TKN_UGL,Surface,Period of Record,1998,2020,269,600,-1,"Decreasing Trend, Smaller"
553002,WIN_21FLCHAR,CHV011,TKN_UGL,Surface,Period of Record,1998,2020,266,480,-1,"Decreasing Trend, Smaller"
553003,WIN_21FLCHAR,CHV012,TKN_UGL,Surface,Period of Record,1998,2020,258,660,-1,"Decreasing Trend, Smaller"
553004,WIN_21FLCHAR,CHV013,TKN_UGL,Surface,Period of Record,2001,2020,231,1100,0,No Trend
553005,WIN_21FLCHAR,EBERS2,TKN_UGL,Surface,Period of Record,2001,2020,232,780,-1,"Decreasing Trend, Smaller"
553006,WIN_21FLCHAR,EBV001,TKN_UGL,Surface,Period of Record,1998,2020,269,550,-1,"Decreasing Trend, Smaller"
553007,WIN_21FLCHAR,EBV003,TKN_UGL,Surface,Period of Record,1998,2020,269,660,-1,"Decreasing Trend, Smaller"
553008,WIN_21FLCHAR,EBV004,TKN_UGL,Surface,Period of Record,1998,2020,269,610,-1,"Decreasing Trend, Smaller"
553009,WIN_21FLCHAR,EBV005,TKN_UGL,Surface,Period of Record,1998,2020,267,630,-1,"Decreasing Trend, Smaller"
553010,WIN_21FLCHAR,EBV006,TKN_UGL,Surface,Period of Record,1999,2020,253,580,-1,"Decreasing Trend, Smaller"
553011,WIN_21FLCHAR,EBV007,TKN_UGL,Surface,Period of Record,2002,2020,224,590,0,No Trend
553012,WIN_21FLCHAR,GSV001,TKN_UGL,Surface,Period of Record,1998,2020,269,710,-1,"Decreasing Trend, Smaller"
553013,WIN_21FLCHAR,GSV002,TKN_UGL,Surface,Period of Record,1998,2020,268,500,-1,"Decreasing Trend, Smaller"
553014,WIN_21FLCHAR,GSV005,TKN_UGL,Surface,Period of Record,1999,2017,226,1300,1,"Increasing Trend, Smaller"
553015,WIN_21FLCHAR,GSV006         ,TKN_UGL,Surface,Period of Record,2006,2020,175,590,-1,"Decreasing Trend, Smaller"
553016,WIN_21FLCHAR,LBANG1,TKN_UGL,Surface,Period of Record,2005,2020,179,600,-1,"Decreasing Trend, Smaller"
553017,WIN_21FLCHAR,LBFOR1,TKN_UGL,Surface,Period of Record,2005,2020,187,1000,-1,"Decreasing Trend, Smaller"
553018,WIN_21FLCHAR,LBGOT2,TKN_UGL,Surface,Period of Record,2005,2020,188,1100,-1,"Decreasing Trend, Smaller"
553019,WIN_21FLCHAR,LBOYS1,TKN_UGL,Surface,Period of Record,2005,2020,188,610,-1,"Decreasing Trend, Smaller"
553020,WIN_21FLCHAR,LBV002,TKN_UGL,Surface,Period of Record,1998,2019,252,765,-1,"Decreasing Trend, Smaller"
553021,WIN_21FLCHAR,LBV003,TKN_UGL,Surface,Period of Record,1998,2020,269,720,-1,"Decreasing Trend, Smaller"
553022,WIN_21FLCHAR,LBV004,TKN_UGL,Surface,Period of Record,1998,2020,269,570,-1,"Decreasing Trend, Smaller"
553023,WIN_21FLCHAR,LBV005,TKN_UGL,Surface,Period of Record,1998,2020,268,490,-1,"Decreasing Trend, Smaller"
553024,WIN_21FLCHAR,LBV006,TKN_UGL,Surface,Period of Record,1999,2020,261,800,-1,"Decreasing Trend, Smaller"
553025,WIN_21FLCHAR,LBV007,TKN_UGL,Surface,Period of Record,2005,2020,188,520,-1,"Decreasing Trend, Smaller"
553026,WIN_21FLCHAR,MPV001,TKN_UGL,Surface,Period of Record,1998,2020,269,760,-1,"Decreasing Trend, Smaller"
553027,WIN_21FLCHAR,MPV002,TKN_UGL,Surface,Period of Record,1998,2020,268,800,0,No Trend
553028,WIN_21FLCHAR,MPV003,TKN_UGL,Surface,Period of Record,1998,2020,269,740,0,No Trend
553029,WIN_21FLCHAR,MPV004,TKN_UGL,Surface,Period of Record,1998,2020,269,700,-1,"Decreasing Trend, Smaller"
553030,WIN_21FLCHAR,PIV001,TKN_UGL,Surface,Period of Record,1998,2020,269,510,-1,"Decreasing Trend, Smaller"
553031,WIN_21FLCHAR,PIV002,TKN_UGL,Surface,Period of Record,1998,2020,269,630,-1,"Decreasing Trend, Smaller"
553032,WIN_21FLCHAR,PIV004,TKN_UGL,Surface,Period of Record,1998,2020,268,640,-1,"Decreasing Trend, Smaller"
553033,WIN_21FLCHAR,PIV006,TKN_UGL,Surface,Period of Record,1998,2020,267,750,-1,"Decreasing Trend, Smaller"
553034,WIN_21FLCHAR,PIV007,TKN_UGL,Surface,Period of Record,1999,2019,242,690,-1,"Decreasing Trend, Smaller"
553035,WIN_21FLCHAR,SCV001,TKN_UGL,Surface,Period of Record,1998,2020,266,540,-1,"Decreasing Trend, Smaller"
553036,WIN_21FLCHAR,SCV002,TKN_UGL,Surface,Period of Record,1998,2020,265,500,-1,"Decreasing Trend, Smaller"
553039,WIN_21FLGW,3499,TKN_UGL,Surface,Period of Record,1998,2020,265,1200,1,"Increasing Trend, Smaller"
553040,WIN_21FLGW,3556,TKN_UGL,Surface,Period of Record,1998,2020,265,1000,0,No Trend
553041,WIN_21FLGW,3568,TKN_UGL,Surface,Period of Record,1999,2020,259,1300,-1,"Decreasing Trend, Smaller"
553210,WIN_21FLMANA,MR1,TKN_UGL,Surface,Period of Record,1995,2020,300,1090,1,"Increasing Trend, Smaller"
553211,WIN_21FLMANA,MR2,TKN_UGL,Surface,Period of Record,1997,2020,282,931,0,No Trend
553311,WIN_21FLSBL,BLIND PASS 1-I,TKN_UGL,Surface,Period of Record,2006,2020,171,491,1,"Increasing Trend, Smaller"
553312,WIN_21FLSBL,BLIND PASS 2-I,TKN_UGL,Surface,Period of Record,2006,2020,171,473.5,1,"Increasing Trend, Smaller"
553313,WIN_21FLSBL,BLIND PASS 2-O,TKN_UGL,Surface,Period of Record,2006,2020,171,429.5,1,"Increasing Trend, Smaller"
553314,WIN_21FLSBL,DINKINS BAYOU 1,TKN_UGL,Surface,Period of Record,2006,2020,171,524,1,"Increasing Trend, Smaller"
553315,WIN_21FLSBL,SAN-WQ-1,TKN_UGL,Surface,Period of Record,2002,2020,227,602,1,"Increasing Trend, Smaller"
553316,WIN_21FLSBL,SAN-WQ-2,TKN_UGL,Surface,Period of Record,2002,2020,226,810,0,No Trend
553317,WIN_21FLSBL,SAN-WQ-3,TKN_UGL,Surface,Period of Record,2002,2020,227,1695,1,"Increasing Trend, Smaller"
553318,WIN_21FLSBL,SAN-WQ-4,TKN_UGL,Surface,Period of Record,2002,2020,227,2300,1,"Increasing Trend, Smaller"
553319,WIN_21FLSBL,SAN-WQ-5,TKN_UGL,Surface,Period of Record,2002,2020,227,1900,1,"Increasing Trend, Smaller"
553320,WIN_21FLSBL,SAN-WQ-6,TKN_UGL,Surface,Period of Record,2002,2020,227,1950,1,"Increasing Trend, Smaller"
553321,WIN_21FLSBL,SAN-WQ-7,TKN_UGL,Surface,Period of Record,2002,2020,227,2130,1,"Increasing Trend, Smaller"
553322,WIN_21FLSBL,SAN-WQ-8,TKN_UGL,Surface,Period of Record,2002,2020,227,1690,1,"Increasing Trend, Smaller"
553323,WIN_21FLSWFD,23917,TKN_UGL,Surface,Period of Record,1997,2010,150,1070,0,No Trend
553324,WIN_21FLSWFD,23949,TKN_UGL,Surface,Period of Record,1997,2010,150,944,0,No Trend
553325,WIN_21FLSWFD,24049,TKN_UGL,Surface,Period of Record,1997,2010,150,991,0,No Trend
553326,WIN_21FLSWFD,24431,TKN_UGL,Surface,Period of Record,1998,2010,138,1080,2,"Increasing Trend, Larger Rate"
553327,WIN_21FLSWFD,24734,TKN_UGL,Surface,Period of Record,1997,2010,150,1405,0,No Trend
553328,WIN_21FLSWFD,24764,TKN_UGL,Surface,Period of Record,1997,2010,150,3690,0,No Trend
553329,WIN_21FLSWFD,24805,TKN_UGL,Surface,Period of Record,1997,2010,150,863,-2,"Decreasing Trend, Larger Rate"
553330,WIN_21FLSWFD,24833,TKN_UGL,Surface,Period of Record,1997,2010,150,1540,0,No Trend
553331,WIN_21FLSWFD,24866,TKN_UGL,Surface,Period of Record,2000,2010,121,1200,0,No Trend
553332,WIN_21FLSWFD,24878,TKN_UGL,Surface,Period of Record,2000,2010,121,498.5,0,No Trend
553333,WIN_21FLSWFD,24942,TKN_UGL,Surface,Period of Record,2000,2010,121,799,0,No Trend
553334,WIN_21FLSWFD,25585,TKN_UGL,Surface,Period of Record,1999,2001,24,1020,0,No Trend
553335,WIN_21FLSWFD,25886,TKN_UGL,Surface,Period of Record,1999,2001,24,1430,0,No Trend
553336,WIN_21FLSWFD,25991,TKN_UGL,Surface,Period of Record,1999,2001,24,1130,0,No Trend
553337,WIN_21FLSWFD,25995,TKN_UGL,Surface,Period of Record,1999,2001,24,1350,0,No Trend
553338,WIN_21FLSWFD,26046,TKN_UGL,Surface,Period of Record,1999,2001,24,1235,0,No Trend
553341,WIN_CAPECRD,105,TKN_UGL,Surface,Period of Record,2008,2020,148,700,0,No Trend
553342,WIN_CAPECRD,110,TKN_UGL,Surface,Period of Record,1991,2020,351,466.66667,1,"Increasing Trend, Smaller"
553343,WIN_CAPECRD,120,TKN_UGL,Surface,Period of Record,2008,2020,147,700,-1,"Decreasing Trend, Smaller"
553344,WIN_CAPECRD,129,TKN_UGL,Surface,Period of Record,2008,2020,147,500,0,No Trend
553345,WIN_CAPECRD,130,TKN_UGL,Surface,Period of Record,1991,2020,351,500,1,"Increasing Trend, Smaller"
553347,WIN_CAPECRD,160,TKN_UGL,Surface,Period of Record,1991,2020,351,400,1,"Increasing Trend, Smaller"
553348,WIN_CAPECRD,190,TKN_UGL,Surface,Period of Record,1991,2020,351,412.5,0,No Trend
553349,WIN_CAPECRD,210,TKN_UGL,Surface,Period of Record,1988,2020,395,500,1,"Increasing Trend, Smaller"
553350,WIN_CAPECRD,242,TKN_UGL,Surface,Period of Record,1991,2020,350,750,1,"Increasing Trend, Smaller"
553351,WIN_CAPECRD,243,TKN_UGL,Surface,Period of Record,1992,2020,344,400,0,No Trend
553352,WIN_CAPECRD,262,TKN_UGL,Surface,Period of Record,1989,2020,378,733.33333,1,"Increasing Trend, Smaller"
553353,WIN_CAPECRD,271,TKN_UGL,Surface,Period of Record,2008,2020,147,633.33333,-1,"Decreasing Trend, Smaller"
553354,WIN_CAPECRD,275,TKN_UGL,Surface,Period of Record,1992,2020,339,500,0,No Trend
553355,WIN_CAPECRD,280,TKN_UGL,Surface,Period of Record,1991,2020,350,500,1,"Increasing Trend, Smaller"
553356,WIN_CAPECRD,290,TKN_UGL,Surface,Period of Record,1986,2020,417,533.33333,-1,"Decreasing Trend, Smaller"
553357,WIN_CAPECRD,295,TKN_UGL,Surface,Period of Record,1992,2020,346,466.66667,1,"Increasing Trend, Smaller"
553358,WIN_CAPECRD,300,TKN_UGL,Surface,Period of Record,1991,2020,350,566.66667,0,No Trend
553359,WIN_CAPECRD,310,TKN_UGL,Surface,Period of Record,1986,2020,417,533.33333,0,No Trend
553360,WIN_CAPECRD,315,TKN_UGL,Surface,Period of Record,1992,2020,342,600,0,No Trend
553361,WIN_CAPECRD,350,TKN_UGL,Surface,Period of Record,1988,2020,396,700,0,No Trend
553362,WIN_CAPECRD,355,TKN_UGL,Surface,Period of Record,1992,2020,344,550,0,No Trend
553363,WIN_CAPECRD,390,TKN_UGL,Surface,Period of Record,1986,2020,417,533.33333,0,No Trend
553364,WIN_CAPECRD,400,TKN_UGL,Surface,Period of Record,1991,2020,351,600,0,No Trend
553365,WIN_CAPECRD,430,TKN_UGL,Surface,Period of Record,1986,2020,416,533.33333,0,No Trend
553369,WIN_CAPECRD,470,TKN_UGL,Surface,Period of Record,1987,2020,397,666.66667,0,No Trend
553370,WIN_CAPECRD,510,TKN_UGL,Surface,Period of Record,1988,2020,396,670,0,No Trend
553371,WIN_CAPECRD,540,TKN_UGL,Surface,Period of Record,1986,2020,418,533.33333,0,No Trend
553372,WIN_CAPECRD,550,TKN_UGL,Surface,Period of Record,1987,2020,396,633.33333,1,"Increasing Trend, Smaller"
553375,WIN_CAPECRD,590,TKN_UGL,Surface,Period of Record,1988,2020,396,666.66667,0,No Trend
553376,WIN_CAPECRD,600,TKN_UGL,Surface,Period of Record,1986,2020,415,500,1,"Increasing Trend, Smaller"
553378,WIN_CHNEPMP,212,TKN_UGL,Surface,Period of Record,2002,2019,207,500,0,No Trend
553379,WIN_CHNEPMP,222,TKN_UGL,Surface,Period of Record,2003,2019,190,600,0,No Trend
553380,WIN_CHNEPMP,223,TKN_UGL,Surface,Period of Record,2002,2020,226,600,0,No Trend
553381,WIN_CHNEPMP,232,TKN_UGL,Surface,Period of Record,2002,2019,206,455,0,No Trend
553382,WIN_CHNEPMP,233,TKN_UGL,Surface,Period of Record,2003,2019,198,600,0,No Trend
553383,WIN_CHNEPMP,246,TKN_UGL,Surface,Period of Record,2002,2020,220,600,0,No Trend
553384,WIN_CHNEPMP,247,TKN_UGL,Surface,Period of Record,2003,2019,204,600,0,No Trend
553385,WIN_CHNEPMP,257,TKN_UGL,Surface,Period of Record,2004,2019,172,500,0,No Trend
553386,WIN_CHNEPMP,258,TKN_UGL,Surface,Period of Record,2002,2020,221,570,0,No Trend
553387,WIN_CHNEPMP,268,TKN_UGL,Surface,Period of Record,2002,2020,215,500,0,No Trend
553388,WIN_CHNEPMP,270,TKN_UGL,Surface,Period of Record,2002,2019,201,600,0,No Trend
553389,WIN_CHNEPMP,280,TKN_UGL,Surface,Period of Record,2002,2020,211,600,0,No Trend
553390,WIN_CHNEPMP,290,TKN_UGL,Surface,Period of Record,2002,2020,212,600,0,No Trend
553391,WIN_CHNEPMP,291,TKN_UGL,Surface,Period of Record,2002,2020,218,500,0,No Trend
553392,WIN_CHNEPMP,302,TKN_UGL,Surface,Period of Record,2002,2019,205,650,0,No Trend
553393,WIN_CHNEPMP,311,TKN_UGL,Surface,Period of Record,2003,2020,211,400,0,No Trend
553394,WIN_CHNEPMP,312,TKN_UGL,Surface,Period of Record,2002,2019,200,500,0,No Trend
553395,WIN_FLPRMRWS,PR10,TKN_UGL,Surface,Period of Record,1996,2020,293,703.75,0,No Trend
553397,WIN_FLPRMRWS,PR12,TKN_UGL,Surface,Period of Record,1996,2020,293,1011,0,No Trend
553399,WIN_FLPRMRWS,PR14,TKN_UGL,Surface,Period of Record,1996,2020,293,1020.25,1,"Increasing Trend, Smaller"
553402,WIN_FLPRMRWS,PR18,TKN_UGL,Surface,Period of Record,1996,2020,293,1035.5,1,"Increasing Trend, Smaller"
553409,WIN_FLPRMRWS,PR9,TKN_UGL,Surface,Period of Record,1996,2020,293,537.5,0,No Trend
553411,CANALWATCH_WQ,19D,TN_UGL,Surface,Period of Record,2003,2020,204,905,-1,"Decreasing Trend, Smaller"
553412,CANALWATCH_WQ,21D,TN_UGL,Surface,Period of Record,2005,2020,183,800,-1,"Decreasing Trend, Smaller"
553413,CANALWATCH_WQ,28D,TN_UGL,Surface,Period of Record,2002,2019,204,700,-1,"Decreasing Trend, Smaller"
553414,CANALWATCH_WQ,3F,TN_UGL,Surface,Period of Record,2005,2020,173,760,-1,"Decreasing Trend, Smaller"
553415,CANALWATCH_WQ,41A,TN_UGL,Surface,Period of Record,2001,2018,198,500,-1,"Decreasing Trend, Smaller"
553416,CANALWATCH_WQ,48A,TN_UGL,Surface,Period of Record,1997,2020,276,500,-1,"Decreasing Trend, Smaller"
553417,CANALWATCH_WQ,52B,TN_UGL,Surface,Period of Record,2001,2018,198,570,-1,"Decreasing Trend, Smaller"
553418,CANALWATCH_WQ,58B,TN_UGL,Surface,Period of Record,2001,2018,208,800,0,No Trend
553419,CANALWATCH_WQ,64B,TN_UGL,Surface,Period of Record,2006,2019,163,700,-1,"Decreasing Trend, Smaller"
553420,CANALWATCH_WQ,69A,TN_UGL,Surface,Period of Record,2000,2020,240,840,-1,"Decreasing Trend, Smaller"
553421,CANALWATCH_WQ,6F,TN_UGL,Surface,Period of Record,2006,2020,168,850,-1,"Decreasing Trend, Smaller"
553422,CANALWATCH_WQ,74C,TN_UGL,Surface,Period of Record,2007,2020,150,700,-1,"Decreasing Trend, Smaller"
553423,CANALWATCH_WQ,82A,TN_UGL,Surface,Period of Record,2009,2020,128,800,-1,"Decreasing Trend, Smaller"
553424,CANALWATCH_WQ,90A,TN_UGL,Surface,Period of Record,1997,2020,276,790,1,"Increasing Trend, Smaller"
553425,CHEVWQMN_WQ,CHV001,TN_UGL,Surface,Period of Record,1998,2020,269,914,-1,"Decreasing Trend, Smaller"
553426,CHEVWQMN_WQ,CHV002,TN_UGL,Surface,Period of Record,1998,2020,269,870,-1,"Decreasing Trend, Smaller"
553427,CHEVWQMN_WQ,CHV003,TN_UGL,Surface,Period of Record,1999,2020,253,899.5,-1,"Decreasing Trend, Smaller"
553428,CHEVWQMN_WQ,CHV004,TN_UGL,Surface,Period of Record,1998,2020,269,829,-1,"Decreasing Trend, Smaller"
553429,CHEVWQMN_WQ,CHV006,TN_UGL,Surface,Period of Record,1998,2020,269,885,-1,"Decreasing Trend, Smaller"
553430,CHEVWQMN_WQ,CHV007,TN_UGL,Surface,Period of Record,1998,2020,269,737,-1,"Decreasing Trend, Smaller"
553431,CHEVWQMN_WQ,CHV008,TN_UGL,Surface,Period of Record,1998,2020,267,727.5,-1,"Decreasing Trend, Smaller"
553432,CHEVWQMN_WQ,CHV009,TN_UGL,Surface,Period of Record,1998,2020,269,793.5,-1,"Decreasing Trend, Smaller"
553433,CHEVWQMN_WQ,CHV010,TN_UGL,Surface,Period of Record,1998,2020,269,624,-1,"Decreasing Trend, Smaller"
553434,CHEVWQMN_WQ,CHV011,TN_UGL,Surface,Period of Record,1998,2020,266,500,-1,"Decreasing Trend, Smaller"
553435,CHEVWQMN_WQ,CHV012,TN_UGL,Surface,Period of Record,1998,2020,258,654,-1,"Decreasing Trend, Smaller"
553436,CHEVWQMN_WQ,CHV013,TN_UGL,Surface,Period of Record,2001,2020,233,1212.5,-1,"Decreasing Trend, Smaller"
553437,CHEVWQMN_WQ,EBERS2,TN_UGL,Surface,Period of Record,2001,2020,232,840,0,No Trend
553438,CHEVWQMN_WQ,EBV001,TN_UGL,Surface,Period of Record,1998,2020,269,574,-1,"Decreasing Trend, Smaller"
553439,CHEVWQMN_WQ,EBV003,TN_UGL,Surface,Period of Record,1998,2020,269,658,-1,"Decreasing Trend, Smaller"
553440,CHEVWQMN_WQ,EBV004,TN_UGL,Surface,Period of Record,1998,2020,269,614,-1,"Decreasing Trend, Smaller"
553441,CHEVWQMN_WQ,EBV005,TN_UGL,Surface,Period of Record,1998,2020,267,657.5,-1,"Decreasing Trend, Smaller"
553442,CHEVWQMN_WQ,EBV006,TN_UGL,Surface,Period of Record,2000,2020,251,584,-1,"Decreasing Trend, Smaller"
553443,CHEVWQMN_WQ,EBV007,TN_UGL,Surface,Period of Record,2002,2020,224,601,-1,"Decreasing Trend, Smaller"
553444,CHEVWQMN_WQ,GSV001,TN_UGL,Surface,Period of Record,1998,2020,269,700,-1,"Decreasing Trend, Smaller"
553445,CHEVWQMN_WQ,GSV002,TN_UGL,Surface,Period of Record,1998,2020,268,517,-1,"Decreasing Trend, Smaller"
553446,CHEVWQMN_WQ,GSV005,TN_UGL,Surface,Period of Record,2001,2017,193,1304,0,No Trend
553447,CHEVWQMN_WQ,GSV006,TN_UGL,Surface,Period of Record,2006,2020,176,600,0,No Trend
553448,CHEVWQMN_WQ,LBANG1,TN_UGL,Surface,Period of Record,2005,2020,179,611,-1,"Decreasing Trend, Smaller"
553449,CHEVWQMN_WQ,LBFOR1,TN_UGL,Surface,Period of Record,2005,2020,187,1025,0,No Trend
