Stratum,DATASOURCE,STATIONID,STATIONNAME,UNIQUEID
400,USGS_NWIS,263351081591701,C COR QW MONTHLY 8,USGS_NWIS : 263351081591701
400,USGS_NWIS,263352081593901,C COR QW MONTHLY 13,USGS_NWIS : 263352081593901
400,CANALWATCH_WQ,64H,Burczyk,CANALWATCH_WQ: 64H
400,CANALWATCH_WQ,88C,88C,CANALWATCH_WQ : 88C
399,STORET_CHNEPTCR,399,399,STORET_CHNEPTCR : 399
399,CANALWATCH_WQ,64B,Gloriana,CANALWATCH_WQ : 64B
399,CANALWATCH_WQ,64C,Volunteer,CANALWATCH_WQ : 64C
399,CANALWATCH_WQ,65D,"Alberg
",CANALWATCH_WQ : 65D
399,CANALWATCH_WQ,69D,"Orion
",CANALWATCH_WQ : 69D
399,CANALWATCH_WQ,70A,Eleanor,CANALWATCH_WQ : 70A
399,CANALWATCH_WQ,65E,White,CANALWATCH_WQ : 65E
399,CANALWATCH_WQ,70C,De Leon,CANALWATCH_WQ : 70C
399,CANALWATCH_WQ,70E,Clifton,CANALWATCH_WQ : 70E
399,USGS_NWIS,263347082002601,L  -1119,USGS_NWIS : 263347082002601
398,STORET_CHNEPTCR,398,398,STORET_CHNEPTCR : 398
398,CANALWATCH_WQ,69A,Amity,CANALWATCH_WQ : 69A
398,CANALWATCH_WQ,72A,Ramsey,CANALWATCH_WQ : 72A
398,CANALWATCH_WQ,72D,72D,CANALWATCH_WQ : 72D
303,STORET_CHNEPMP,303,303,STORET_CHNEPMP : 303
303,CANALWATCH_WQ,72C,S. Spreader,CANALWATCH_WQ : 72C
303,CANALWATCH_WQ,72E,Nuellen,CANALWATCH_WQ : 72E
302,STORET_CHNEPMP,302,302,STORET_CHNEPMP : 302
302,STORET_21FLSEAS,62SEAS480,NE shoreline At Power lines,STORET_21FLSEAS : 62SEAS480
302,LEE_WQ,302,MATLACHA PASS,LEE_WQ : 302
302,WIN_CHNEPMP,302,302,WIN_CHNEPMP : 302
301,STORET_CHNEPMP,301,301,STORET_CHNEPMP : 301
301,STORET_21FLSEAS,62SEAS360,SW shoreline at Power lines,STORET_21FLSEAS : 62SEAS360
301,STORET_21FLSEAS,62SEAS402,Matlacha Pass Mkr 29,STORET_21FLSEAS : 62SEAS402
301,CHAP_SONDE_WQ,MP2B,MP2B,CHAP_SONDE_WQ : MP2B
301,WIN_CHNEPMP,301,301,WIN_CHNEPMP : 301
301,WIN_21FLSCCF,NSF5,Estuary NSF Site,WIN_21FLSCCF : NSF5
300,STORET_CHNEPMP,300,300,STORET_CHNEPMP : 300
299,STORET_CHNEPPIS,299,299,STORET_CHNEPPIS : 299
299,LEE_PONDWATCH_WQ,2,Pine Island Cove,LEE_PONDWATCH_WQ : 2
299,LEE_WQ,299,PINE ISLAND SOUND,LEE_WQ : 299
298,STORET_CHNEPPIS,298,298,STORET_CHNEPPIS : 298
298,LEE_WQ,298,PINE ISLAND SOUND,LEE_WQ : 298
298,WIN_21FLCHAR,PIV007,Pine Is Sound/Flamingo Bay PVC 1,WIN_21FLCHAR : PIV007
297,STORET_CHNEPPIS,297,297,STORET_CHNEPPIS : 297
297,LEE_WQ,297,PINE ISLAND SOUND,LEE_WQ : 297
297,WIN_21FLSCCF,SCAL_SPAT04,Pine Island Sound Spat Site,WIN_21FLSCCF : SCAL_SPAT04
296,STORET_CHNEPPIS,296,296,STORET_CHNEPPIS : 296
296,LEE_WQ,296,PINE ISLAND SOUND,LEE_WQ : 296
296,WIN_21FLSFWM,16711,ROOK477,WIN_21FLSFWM : 16711
295,STORET_CHNEPPIS,295,295,STORET_CHNEPPIS : 295
295,STORET_21FLFTM,RECON-RP-FTM,Redfish Pass,STORET_21FLFTM : RECON-RP-FTM
295,LEE_WQ,295,PINE ISLAND SOUND,LEE_WQ : 295
294,STORET_CHNEPPIS,294,294,STORET_CHNEPPIS : 294
294,USGS_NWIS,263312082115601,CH HBR VERT PRO BII4,USGS_NWIS : 263312082115601
294,LEE_WQ,294,PINE ISLAND SOUND,LEE_WQ : 294
294,WIN_21FLCHAR,PIV004,Pine Is Sound at Red Fish Pass/South Seas,WIN_21FLCHAR : PIV004
293,STORET_CHNEPPIS,293,293,STORET_CHNEPPIS : 293
293,LEE_WQ,293,PINE ISLAND SOUND,LEE_WQ : 293
397,STORET_CHNEPTCR,397,397,STORET_CHNEPTCR : 397
397,LEE_PONDWATCH_WQ,14,Southpoint South,LEE_PONDWATCH_WQ : 14
397,LEE_PONDWATCH_WQ,78,Ruttenberg Park,LEE_PONDWATCH_WQ : 78
397,LEE_PONDWATCH_WQ,83.4,Heritage Cove,LEE_PONDWATCH_WQ : 83.4
397,LEE_PONDWATCH_WQ,83.5,Heritage Cove,LEE_PONDWATCH_WQ : 83.5
397,LEE_PONDWATCH_WQ,83.6,Heritage Cove,LEE_PONDWATCH_WQ : 83.6
396,STORET_CHNEPTCR,396,396,STORET_CHNEPTCR : 396
396,LEE_PONDWATCH_WQ,8,Town and River,LEE_PONDWATCH_WQ : 8
396,LEE_PONDWATCH_WQ,83.2,Heritage Cove,LEE_PONDWATCH_WQ : 83.2
396,LEE_WQ,396,TIDAL CALOOSAHATCHEE,LEE_WQ : 396
396,USGS_NWIS,263233081550301,L  -1598,USGS_NWIS : 263233081550301
396,WIN_21FLWQA,BLOOM174,"Town and River Rd, Fort Myers",WIN_21FLWQA : BLOOM174
396,WIN_21FLWQA,BLOOM71,Deep Lagoon,WIN_21FLWQA : BLOOM71
396,WIN_21FLWQA,BLOOM141,S Town & River Dr. Canal,WIN_21FLWQA : BLOOM141
395,STORET_CHNEPTCR,395,395,STORET_CHNEPTCR : 395
395,LEE_PONDWATCH_WQ,32.18,Gulf Harbor,LEE_PONDWATCH_WQ : 32.18
395,LEE_WQ,395,TIDAL CALOOSAHATCHEE,LEE_WQ : 395
395,CANALWATCH_WQ,1B,Flamingo,CANALWATCH_WQ : 1B
395,CANALWATCH_WQ,1D,Flamingo,CANALWATCH_WQ : 1D
395,WIN_21FLFTM,CALUSA0012FTM,Caloosahatchee River @ Marker # 76,WIN_21FLFTM : CALUSA0012FTM
395,WIN_21FLFTM,G3SD0110,Caloosahatchee R. @ Marker # 76 - WB 3240A,WIN_21FLFTM : G3SD0110
394,STORET_CHNEPTCR,394,394,STORET_CHNEPTCR : 394
394,CANALWATCH_WQ,4E,Del Monte,CANALWATCH_WQ : 4E
394,LEE_WQ,394,TIDAL CALOOSAHATCHEE,LEE_WQ : 394
394,CANALWATCH_WQ,1A-1,1A-1,CANALWATCH_WQ : 1A-1
394,CANALWATCH_WQ,1A,Lafayette,CANALWATCH_WQ : 1A
394,WIN_21FLDOH,LEE138,BOCA GRANDE SEA GRAPE #2,WIN_21FLDOH : LEE138
394,USGS_NWIS,263242081572101,L  -2244,USGS_NWIS : 263242081572101
393,STORET_CHNEPTCR,393,393,STORET_CHNEPTCR : 393
393,LEE_WQ,393,TIDAL CALOOSAHATCHEE,LEE_WQ : 393
393,CANALWATCH_WQ,4B,Coral,CANALWATCH_WQ : 4B
393,CANALWATCH_WQ,27A,McBride,CANALWATCH_WQ : 27A
393,WIN_CAPECRD,610,"Caloosahatchee River, 1 mile south of Bimini Canal mouth.",WIN_CAPECRD : 610
393,CANALWATCH_WQ,3i,Wagner,CANALWATCH_WQ : 3i
393,USGS_NWIS,263257081585701,L  -2642,USGS_NWIS : 263257081585701
393,USGS_NWIS,263257081585702,L  -3205,USGS_NWIS : 263257081585702
393,CANALWATCH_WQ,27B,27B,CANALWATCH_WQ : 27B
393,CANALWATCH_WQ,27C,27C,CANALWATCH_WQ : 27C
393,CANALWATCH_WQ,27D,27D,CANALWATCH_WQ : 27D
393,CANALWATCH_WQ,4-2A,4-2A,CANALWATCH_WQ : 4-2A
392,STORET_CHNEPTCR,392,392,STORET_CHNEPTCR : 392
392,LEE_PONDWATCH_WQ,76,Rose Garden Pond,LEE_PONDWATCH_WQ : 76
392,LEE_WQ,392,TIDAL CALOOSAHATCHEE,LEE_WQ : 392
392,CANALWATCH_WQ,67C,Citrus,CANALWATCH_WQ : 67C
392,WIN_CAPECRD,560,"Alsa Canal, SE outlet of Brittania Lake; South of El Dorado Parkway West, east of SW 6th Avenue.",WIN_CAPECRD : 560
392,WIN_CAPECRD,620,"Caloosahatchee River, Middle of Glover Bight; south of Tarpon Point Marina.",WIN_CAPECRD : 620
391,STORET_CHNEPTCR,391,391,STORET_CHNEPTCR : 391
391,LEE_WQ,391,TIDAL CALOOSAHATCHEE,LEE_WQ : 391
391,CANALWATCH_WQ,67D,Casaba Canal,CANALWATCH_WQ : 67D
391,WIN_CAPECRD,590,"South Spreader Waterway, west of Boat Lock and south of marina.",WIN_CAPECRD : 590
391,WIN_CAPECRD,600,Casaba Canal junction with Blackberry Canal.,WIN_CAPECRD : 600
391,CANALWATCH_WQ,75B,Hessenbruch,CANALWATCH_WQ : 75B
314,STORET_CHNEPTCR,314,314,STORET_CHNEPTCR : 314
314,WIN_CAPECRD,570,South Spreader Waterway bend at Sagamore Place,WIN_CAPECRD : 570
314,WIN_CAPECRD,580,"South Spreader Waterway bend, west of Peelinore Court",WIN_CAPECRD : 580
314,WIN_21FLGW,24071,L-2643,WIN_21FLGW : 24071
313,STORET_CHNEPMP,313,313,STORET_CHNEPMP : 313
313,WIN_CAPECRD,550,South Spreader Waterway at west end of El Dorado Parkway West.,WIN_CAPECRD : 550
312,STORET_CHNEPMP,312,312,STORET_CHNEPMP : 312
312,STORET_21FLSEAS,62SEAS490,Mouth of Oyster Creek,STORET_21FLSEAS : 62SEAS490
312,WIN_CHNEPMP,312,312,WIN_CHNEPMP : 312
311,STORET_CHNEPMP,311,311,STORET_CHNEPMP : 311
311,STORET_21FLSEAS,62SEAS350,Shoreline west of Matlacha Pass Mkr 25,STORET_21FLSEAS : 62SEAS350
311,NOAA_CO_OPS,8725439,"Tropical Homesites Landing, Pine Island",NOAA_CO_OPS : 8725439
311,WIN_21FLCHAR,MPV003,Matlacha Pass/E of Tropical Homesites,WIN_21FLCHAR : MPV003
311,WIN_CHNEPMP,311,311,WIN_CHNEPMP : 311
310,STORET_CHNEPMP,310,310,STORET_CHNEPMP : 310
309,STORET_CHNEPPIS,309,309,STORET_CHNEPPIS : 309
309,LEE_WQ,309,PINE ISLAND SOUND,LEE_WQ : 309
308,STORET_CHNEPPIS,308,308,STORET_CHNEPPIS : 308
308,STORET_21FLSEAS,62SEAS300,Westside of Demere Key,STORET_21FLSEAS : 62SEAS300
308,STORET_21FLSEAS,62SEAS310,SE side of Regla Island,STORET_21FLSEAS : 62SEAS310
308,LEE_WQ,308,PINE ISLAND SOUND,LEE_WQ : 308
307,STORET_CHNEPPIS,307,307,STORET_CHNEPPIS : 307
307,LEE_WQ,307,PINE ISLAND SOUND,LEE_WQ : 307
306,STORET_CHNEPPIS,306,306,STORET_CHNEPPIS : 306
306,LEE_WQ,306,PINE ISLAND SOUND,LEE_WQ : 306
305,STORET_CHNEPPIS,305,305,STORET_CHNEPPIS : 305
305,USGS_NWIS,263200082110001,CAPTIVA                       NOAA STATION 1310,USGS_NWIS : 263200082110001
305,LEE_WQ,305,PINE ISLAND SOUND,LEE_WQ : 305
304,STORET_CHNEPPIS,304,304,STORET_CHNEPPIS : 304
304,STORET_21FLSEAS,62SEAS058,South Seas Plantation at dock,STORET_21FLSEAS : 62SEAS058
304,STORET_21FLWQA,62SEAS058,South Seas Plantation at dock,STORET_21FLWQA : 62SEAS058
304,LEE_WQ,304,PINE ISLAND SOUND,LEE_WQ : 304
304,NOAA_CO_OPS,8725441,"Redfish Pass, Captiva Island (north end)",NOAA_CO_OPS : 8725441
304,WIN_21FLWQA,62SEAS058,South Seas Plantation at dock,WIN_21FLWQA : 62SEAS058
304,WIN_21FLSCCF,GS02,Near Shore Captiva Gulf of Mexico,WIN_21FLSCCF : GS02
304,WIN_21FLSCCF,GS04,Near Shore Captiva Gulf of Mexico,WIN_21FLSCCF : GS04
390,STORET_CHNEPTCR,390,390,STORET_CHNEPTCR : 390
389,STORET_CHNEPTCR,389,389,STORET_CHNEPTCR : 389
389,LEE_PONDWATCH_WQ,32.1,Gulf Harbor,LEE_PONDWATCH_WQ : 32.1
389,LEE_PONDWATCH_WQ,32.3,Gulf Harbor,LEE_PONDWATCH_WQ : 32.3
389,LEE_PONDWATCH_WQ,32.4,Gulf Harbor,LEE_PONDWATCH_WQ : 32.4
389,LEE_PONDWATCH_WQ,32.6,Gulf Harbor,LEE_PONDWATCH_WQ : 32.6
389,LEE_PONDWATCH_WQ,32.7,Gulf Harbor,LEE_PONDWATCH_WQ : 32.7
389,LEE_WQ,389,TIDAL CALOOSAHATCHEE,LEE_WQ : 389
388,STORET_CHNEPTCR,388,388,STORET_CHNEPTCR : 388
388,LEE_PONDWATCH_WQ,4,Peppertree Point,LEE_PONDWATCH_WQ : 4
388,LEE_WQ,388,TIDAL CALOOSAHATCHEE,LEE_WQ : 388
388,NOAA_CO_OPS,8725418,Iona Shores,NOAA_CO_OPS : 8725418
388,LEE_PONDWATCH_WQ,4.3,Pepper Tree Point,LEE_PONDWATCH_WQ : 4.3
388,WIN_21FLSFWM,4606,CES07,WIN_21FLSFWM : 4606
387,STORET_CHNEPTCR,387,387,STORET_CHNEPTCR : 387
387,LEE_WQ,387,TIDAL CALOOSAHATCHEE,LEE_WQ : 387
386,STORET_CHNEPTCR,386,386,STORET_CHNEPTCR : 386
386,LEE_WQ,386,TIDAL CALOOSAHATCHEE,LEE_WQ : 386
326,STORET_CHNEPTCR,326,326,STORET_CHNEPTCR : 326
326,STORET_21FLSCCF,MARKER 94,Marker 94,STORET_21FLSCCF : MARKER 94
326,STORET_21FLFTM,MARKER 94,Shell Point,STORET_21FLFTM : MARKER 94
326,STORET_21FLSFWM,CES08,CALOOSAHATCHEE WATER QUALITY MONITORING STATION,STORET_21FLSFWM : CES08
326,LEE_WQ,326,TIDAL CALOOSAHATCHEE,LEE_WQ : 326
326,WIN_21FLFTM,CALUSA0013FTM,Caloosahatchee R. @ USGS Station ?»???? Shell Point,WIN_21FLFTM : CALUSA0013FTM
326,WIN_21FLFTM,G3SD0109,Caloosahatchee R. @ USGS Station- Shell Point - WB 3240A,WIN_21FLFTM : G3SD0109
326,WIN_21FLSFWM,4607,CES08,WIN_21FLSFWM : 4607
326,WIN_21FLSCCF,NSF4,Caloosahatchee NSF Site,WIN_21FLSCCF : NSF4
325,STORET_CHNEPSCB,325,325,STORET_CHNEPSCB : 325
325,LEE_WQ,325,SAN CARLOS BAY,LEE_WQ : 325
325,WIN_21FLFTM,CALUSA0014FTM,Caloosahatchee R. @ USGS Station ?»???? Punta Blanca,WIN_21FLFTM : CALUSA0014FTM
325,WIN_21FLFTM,G3SD0108,Caloosahatchee R. @ USGS Station- Punta Blanca - WB 3240A,WIN_21FLFTM : G3SD0108
324,STORET_CHNEPSCB,324,324,STORET_CHNEPSCB : 324
324,STORET_21FLSEAS,62SEAS500,Sword Point,STORET_21FLSEAS : 62SEAS500
324,LEE_WQ,324,SAN CARLOS BAY,LEE_WQ : 324
323,STORET_CHNEPSCB,323,323,STORET_CHNEPSCB : 323
323,LEE_WQ,323,SAN CARLOS BAY,LEE_WQ : 323
323,STORET_21FLFTM,G2SD0018,San Carlos Bay at Lee County PI-02,STORET_21FLFTM : G2SD0018
322,STORET_CHNEPSCB,322,322,STORET_CHNEPSCB : 322
322,LEE_WQ,322,SAN CARLOS BAY,LEE_WQ : 322
321,STORET_CHNEPPIS,321,321,STORET_CHNEPPIS : 321
321,USGS_NWIS,263117082051001,L  -2525,USGS_NWIS : 263117082051001
321,USGS_NWIS,263117082051002,L  -2821,USGS_NWIS : 263117082051002
321,LEE_WQ,321,PINE ISLAND SOUND,LEE_WQ : 321
321,WIN_21FLGW,3115,L-02525,WIN_21FLGW : 3115
320,STORET_CHNEPPIS,320,320,STORET_CHNEPPIS : 320
320,LEE_WQ,320,PINE ISLAND SOUND,LEE_WQ : 320
319,STORET_CHNEPPIS,319,319,STORET_CHNEPPIS : 319
319,LEE_WQ,319,PINE ISLAND SOUND,LEE_WQ : 319
318,STORET_CHNEPPIS,318,318,STORET_CHNEPPIS : 318
318,LEE_WQ,318,PINE ISLAND SOUND,LEE_WQ : 318
317,STORET_CHNEPPIS,317,317,STORET_CHNEPPIS : 317
317,STORET_21FLSEAS,62SEAS311,ICWW 30,STORET_21FLSEAS : 62SEAS311
317,LEE_WQ,317,PINE ISLAND SOUND,LEE_WQ : 317
316,STORET_CHNEPPIS,316,316,STORET_CHNEPPIS : 316
316,LEE_WQ,316,PINE ISLAND SOUND,LEE_WQ : 316
315,STORET_CHNEPPIS,315,315,STORET_CHNEPPIS : 315
315,STORET_21FLSEAS,62SEAS057,Jensen's Marina at sign,STORET_21FLSEAS : 62SEAS057
315,USGS_NWIS,263132082114000,DWH GOM OIL SPILL-CAPTIVA IS BCH NEAR CAPTIVA FL,USGS_NWIS : 263132082114000
315,LEE_WQ,315,PINE ISLAND SOUND,LEE_WQ : 315
315,NOAA_CO_OPS,8725417,"Captiva Island, Pine Island Sound",NOAA_CO_OPS : 8725417
315,WIN_21FLDOH,LEE139,SOUTH SEAS PLANTATION,WIN_21FLDOH : LEE139
315,WIN_21FLSCCF,GS01,Near Shore Captiva Gulf of Mexico,WIN_21FLSCCF : GS01
315,WIN_21FLSCCF,GS06,Near Shore Captiva Gulf of Mexico,WIN_21FLSCCF : GS06
315,WIN_21FLSCCF,GS05,Near Shore Captiva Gulf of Mexico,WIN_21FLSCCF : GS05
465,STORET_CHNEPTCR,465,465,STORET_CHNEPTCR : 465
465,LEE_PONDWATCH_WQ,3,McGregor Woodland,LEE_PONDWATCH_WQ : 3
465,LEE_PONDWATCH_WQ,54,Candlewood Lake,LEE_PONDWATCH_WQ : 54
465,LEE_PONDWATCH_WQ,95.R,Coconut Creek,LEE_PONDWATCH_WQ : 95.R
465,LEE_PONDWATCH_WQ,95.T,Coconut Creek,LEE_PONDWATCH_WQ : 95.T
464,STORET_CHNEPTCR,464,464,STORET_CHNEPTCR : 464
464,LEE_PONDWATCH_WQ,57,Caloosa Creek,LEE_PONDWATCH_WQ : 57
464,LEE_WQ,464,TIDAL CALOOSAHATCHEE,LEE_WQ : 464
339,STORET_CHNEPTCR,339,339,STORET_CHNEPTCR : 339
339,LEE_WQ,339,TIDAL CALOOSAHATCHEE,LEE_WQ : 339
338,STORET_CHNEPSCB,338,338,STORET_CHNEPSCB : 338
338,LEE_WQ,338,SAN CARLOS BAY,LEE_WQ : 338
338,STORET_21FLFTM,G2SD0017,San Carlos Bay at Lee County PI-01,STORET_21FLFTM : G2SD0017
338,WIN_21FLSFWM,4608,CES09,WIN_21FLSFWM : 4608
337,STORET_CHNEPSCB,337,337,STORET_CHNEPSCB : 337
337,LEE_WQ,337,SAN CARLOS BAY,LEE_WQ : 337
336,STORET_CHNEPSCB,336,336,STORET_CHNEPSCB : 336
336,LEE_WQ,336,SAN CARLOS BAY,LEE_WQ : 336
335,STORET_CHNEPSCB,335,335,STORET_CHNEPSCB : 335
335,STORET_21FLSEAS,62SEAS501,Mouth of St. James Creek,STORET_21FLSEAS : 62SEAS501
335,LEE_WQ,335,SAN CARLOS BAY,LEE_WQ : 335
335,WIN_21FLCHAR,MPV004,Matlacha Pass/E St James/8th Ave Marker 3,WIN_21FLCHAR : MPV004
334,STORET_CHNEPSCB,334,334,STORET_CHNEPSCB : 334
334,LEE_WQ,334,SAN CARLOS BAY,LEE_WQ : 334
333,STORET_CHNEPPIS,333,333,STORET_CHNEPPIS : 333
333,STORET_CHNEPSCB,346,CHNEP346,STORET_CHNEPSCB : 346
333,LEE_WQ,333,PINE ISLAND SOUND,LEE_WQ : 333
332,STORET_CHNEPPIS,332,332,STORET_CHNEPPIS : 332
332,STORET_21FLSEAS,62SEAS321,W tip of Galt Island,STORET_21FLSEAS : 62SEAS321
332,LEE_WQ,332,PINE ISLAND SOUND,LEE_WQ : 332
332,NOAA_CO_OPS,8725411,"Galt Island, Pine Island Sound",NOAA_CO_OPS : 8725411
332,WIN_21FLSCCF,SCAL_SPAT06,Pine Island Sound Spat Site,WIN_21FLSCCF : SCAL_SPAT06
331,STORET_CHNEPPIS,331,331,STORET_CHNEPPIS : 331
331,LEE_WQ,331,PINE ISLAND SOUND,LEE_WQ : 331
330,STORET_CHNEPPIS,330,330,STORET_CHNEPPIS : 330
330,LEE_WQ,330,PINE ISLAND SOUND,LEE_WQ : 330
329,STORET_CHNEPPIS,329,329,STORET_CHNEPPIS : 329
329,LEE_WQ,329,PINE ISLAND SOUND,LEE_WQ : 329
329,WIN_21FLSFWM,16710,ROOK476,WIN_21FLSFWM : 16710
328,STORET_CHNEPPIS,328,328,STORET_CHNEPPIS : 328
328,LEE_WQ,328,PINE ISLAND SOUND,LEE_WQ : 328
327,STORET_CHNEPPIS,327,327,STORET_CHNEPPIS : 327
327,LEE_WQ,327,PINE ISLAND SOUND,LEE_WQ : 327
327,WIN_21FLSCCF,GS07,Near Shore Captiva Gulf of Mexico,WIN_21FLSCCF : GS07
349,STORET_CHNEPSCB,349,349,STORET_CHNEPSCB : 349
349,STORET_21FLSEAS,62SEAS052,ICWW 8,STORET_21FLSEAS : 62SEAS052
349,STORET_21FLWQA,62SEAS052,ICWW 8,STORET_21FLWQA : 62SEAS052
349,LEE_WQ,349,SAN CARLOS BAY,LEE_WQ : 349
349,WIN_21FLWQA,62SEAS052,ICWW 8,WIN_21FLWQA : 62SEAS052
349,STORET_21FLFTM,G2SD0019,San Carlos Bay at Lee County PI-14,STORET_21FLFTM : G2SD0019
348,STORET_CHNEPSCB,348,348,STORET_CHNEPSCB : 348
348,LEE_WQ,348,SAN CARLOS BAY,LEE_WQ : 348
348,WIN_21FLSCCF,SCAL_SPAT07,Pine Island Sound Spat Site,WIN_21FLSCCF : SCAL_SPAT07
347,STORET_CHNEPSCB,347,347,STORET_CHNEPSCB : 347
347,STORET_21FLSEAS,62SEAS330,Marker 6 at mouth of canal in St. James Cit y,STORET_21FLSEAS : 62SEAS330
347,LEE_WQ,347,SAN CARLOS BAY,LEE_WQ : 347
347,NOAA_CO_OPS,8725393,"St. James City, Pine Island",NOAA_CO_OPS : 8725393
347,WIN_21FLCHAR,SCV001,San Carlos Bay/S of St James Marker 12,WIN_21FLCHAR : SCV001
347,WIN_21FLWQA,BLOOM93,Paradise Canal,WIN_21FLWQA : BLOOM93
345,STORET_CHNEPPIS,345,345,STORET_CHNEPPIS : 345
345,STORET_21FLSEAS,62SEAS320,NW tip of York Island,STORET_21FLSEAS : 62SEAS320
345,LEE_WQ,345,PINE ISLAND SOUND,LEE_WQ : 345
344,STORET_CHNEPPIS,344,344,STORET_CHNEPPIS : 344
344,LEE_WQ,344,PINE ISLAND SOUND,LEE_WQ : 344
343,STORET_CHNEPPIS,343,343,STORET_CHNEPPIS : 343
343,STORET_21FLFTM,RECON-BP-FTM,Blind Pass,STORET_21FLFTM : RECON-BP-FTM
343,LEE_WQ,343,PINE ISLAND SOUND,LEE_WQ : 343
342,STORET_CHNEPPIS,342,342,STORET_CHNEPPIS : 342
342,LEE_WQ,342,PINE ISLAND SOUND,LEE_WQ : 342
342,WIN_21FLCHAR,PIV006,Pine Is Sound/Dinkins Bayou Marker 2,WIN_21FLCHAR : PIV006
341,STORET_CHNEPPIS,341,341,STORET_CHNEPPIS : 341
341,LEE_WQ,341,PINE ISLAND SOUND,LEE_WQ : 341
341,WIN_21FLSCCF,SCL71,Sanctuary Lake 7,WIN_21FLSCCF : SCL71
341,STORET_21FLSCCF,SCL71,Sanctuary Lake 7,STORET_21FLSCCF : SCL71
341,WIN_21FLSCCF,NWR10,Ding Darling NWR Estuary,WIN_21FLSCCF : NWR10
340,STORET_CHNEPPIS,340,340,STORET_CHNEPPIS : 340
340,STORET_21FLSEAS,62SEAS319,Wulfert channel marker #4,STORET_21FLSEAS : 62SEAS319
340,LEE_WQ,340,PINE ISLAND SOUND,LEE_WQ : 340
340,WIN_21FLSCCF,GS09,Nearshore Captiva in Gulf of Mexico,WIN_21FLSCCF : GS09
340,WIN_21FLSCCF,F1,GulfDeadZone,WIN_21FLSCCF : F1
340,WIN_21FLSCCF,GS08,Near Shore Captiva Gulf of Mexico,WIN_21FLSCCF : GS08
606,LEE_WQ,606,ESTERO BAY,LEE_WQ : 606
604,LEE_WQ,604,ESTERO BAY,LEE_WQ : 604
366,STORET_CHNEPSCB,366,366,STORET_CHNEPSCB : 366
366,LEE_WQ,366,SAN CARLOS BAY,LEE_WQ : 366
365,STORET_CHNEPSCB,365,365,STORET_CHNEPSCB : 365
365,LEE_WQ,365,SAN CARLOS BAY,LEE_WQ : 365
364,STORET_CHNEPSCB,364,364,STORET_CHNEPSCB : 364
364,LEE_WQ,364,SAN CARLOS BAY,LEE_WQ : 364
363,STORET_CHNEPSCB,363,363,STORET_CHNEPSCB : 363
363,LEE_WQ,363,SAN CARLOS BAY,LEE_WQ : 363
362,STORET_CHNEPSCB,362,362,STORET_CHNEPSCB : 362
362,LEE_WQ,362,SAN CARLOS BAY,LEE_WQ : 362
362,WIN_21FLDOH,LEE144,SANIBEL CAUSEWAY,WIN_21FLDOH : LEE144
361,STORET_CHNEPSCB,361,361,STORET_CHNEPSCB : 361
361,LEE_WQ,361,SAN CARLOS BAY,LEE_WQ : 361
361,WIN_21FLCHAR,SCV002,San Carlos Bay/E of Woodrings Pt/Marker 4,WIN_21FLCHAR : SCV002
360,STORET_CHNEPSCB,360,360,STORET_CHNEPSCB : 360
360,STORET_21FLSEAS,62SEAS051,ICWW 5,STORET_21FLSEAS : 62SEAS051
360,STORET_21FLFTM,RECON-WP-FTM,Woodring Pt.,STORET_21FLFTM : RECON-WP-FTM
360,LEE_WQ,360,SAN CARLOS BAY,LEE_WQ : 360
360,WIN_21FLSFWM,4610,CES11,WIN_21FLSFWM : 4610
360,WIN_21FLSCCF,NSF6,Estuary NSF Site,WIN_21FLSCCF : NSF6
359,STORET_CHNEPSCB,359,359,STORET_CHNEPSCB : 359
359,LEE_WQ,359,SAN CARLOS BAY,LEE_WQ : 359
358,STORET_CHNEPSCB,358,358,STORET_CHNEPSCB : 358
358,LEE_WQ,358,SAN CARLOS BAY,LEE_WQ : 358
357,STORET_CHNEPSCB,357,357,STORET_CHNEPSCB : 357
357,USGS_NWIS,262827082062301,CH HBR VERT PROF S-8,USGS_NWIS : 262827082062301
357,LEE_WQ,357,SAN CARLOS BAY,LEE_WQ : 357
356,STORET_CHNEPPIS,356,356,STORET_CHNEPPIS : 356
356,STORET_21FLSEAS,62SEAS054,East tip of Long Point,STORET_21FLSEAS : 62SEAS054
356,LEE_WQ,356,PINE ISLAND SOUND,LEE_WQ : 356
355,STORET_CHNEPPIS,355,355,STORET_CHNEPPIS : 355
355,LEE_WQ,355,PINE ISLAND SOUND,LEE_WQ : 355
355,WIN_21FLSCCF,NWR09,Ding Darling NWR Estuary,WIN_21FLSCCF : NWR09
355,WIN_21FLSCCF,SCAL_SPAT05,Pine Island Sound Spat Site,WIN_21FLSCCF : SCAL_SPAT05
354,STORET_CHNEPPIS,354,354,STORET_CHNEPPIS : 354
354,STORET_21FLSBL,SAN-WQ-1,2092F-Dinkins_Bayou_Pine_Tree_Dr-Estuary,STORET_21FLSBL : SAN-WQ-1
354,LEE_WQ,354,PINE ISLAND SOUND,LEE_WQ : 354
354,WIN_21FLSCCF,SCL65,North Bayous development lake,WIN_21FLSCCF : SCL65
354,WIN_21FLSCCF,SCL67,Wulfert Rd Lake,WIN_21FLSCCF : SCL67
354,WIN_21FLSCCF,SCL68,Waterbody at Sanibel Bayous,WIN_21FLSCCF : SCL68
354,WIN_21FLSCCF,SCL69,Sanctuary Lake 4,WIN_21FLSCCF : SCL69
